职位,薪水,经验,学历,关键词,工作地址
合成剪辑师,6000-10000元,1-3年,大专,"猫珂集团从事游戏服务行业，下辖代练电商、游戏账号交易、代练陪wan平台开发运营三大业务板块，以及正在开展的MCN业务，现企业快速发展，发展空间巨大，诚邀各路有能之士加盟，薪酬待遇高于行业水平！！
岗位职责：
1、根据脚本或编导要求完成精剪，添加字幕、转场、调色、美颜等效果，优化画面质量‌;
2、对视频、音频、图片等素材进行筛选、分类、删减和重组，确保素材的可用性‌;
3、调整视频节奏，确保内容流畅且符合叙事逻辑；
4、理解创意脚本和导演意图，提出剪辑方案建议‌；
5、对成品进行质量检查，确保输出格式满足播放平台要求。
任职要求：
1、熟练使用剪辑软件PR/AE/PS等;
2、有敏锐的网感和审美，熟悉各种游戏梗；
3、工作有责任感，方案理解能力强，优秀的表达与团队协同能力、有较强时间观念
4、相关行业两年左右工作经验。
上班时间：9:00-12:00，13:30-18:00单双休不加班
福利待遇：底薪+绩效综合6-10K+五险一金","工作地点
济南历城区云泉中心-1号楼2607
查看地图"
视频拍摄剪辑师,4000-6000元,1-3年,大专,"岗位职责：负责海洋馆相关视频的全流程创作，涵盖拍摄策划、现场执行、后期剪辑及内容优化，最终产出符合传播需求的优质视频。
任职要求：
1、熟练操作专业拍摄设备，精通后期剪辑软件，具备画面构图、镜头语言运用能力，能精准捕捉海洋生物动态和场馆特色场景。
2、有 1-3 年视频拍摄剪辑相关工作经验，具备文旅行业、动物园或海洋馆相关拍摄经验者优先。
3、熟悉各传播平台（抖音、小红书、视频号等）的内容规则和用户喜好，能针对性优化视频形式。
4、具备较强的创意策划能力，能结合热点和场馆特色，输出新颖的视频选题和拍摄方案。","工作地点
洛阳洛龙区龙门海洋馆
查看地图"
视频剪辑实习岗,100-150元/天,,大专,"工作职责：
负责短视频的拍摄及后期剪辑。
任职要求：
大专及以上学历，接收在校实习生，优秀者可放宽条件；
影视制作、编导、新媒体等相关专业优先；
熟练应用视频剪辑软件，有基础拍摄能力；
对抖音、小红书等内容风格有一定了解；
工作认真负责，有较强的学习能力和团队合作精神。
实习薪资：2000+500绩效，能接受再投","工作地点
成都武侯区西南轻汽大厦3楼
查看地图"
视频剪辑制作,6000-12000元,经验不限,学历不限,"岗位内容：
1. 负责各类视频素材的筛选、剪辑工作，保证视频质量和创意水准。
2. 重点把握影片的节奏，对影片的剪辑进行创新设计，使之具有一定的观赏性和信息传递性。
3. 完成剪辑工作前，对原始素材进行筛选、分类和标注，为制作顺利进行提供基础条件。
4. 协助团队完成其他制作工作，例如声音的调配、场景的选择等。
任职要求：
1. 熟练掌握剪辑技术，熟悉各种剪辑软件，能够快速完成任务。
2. 具备良好的创新能力和较高的思维活跃度，善于捕捉影片中的亮点和突出部分。
3. 较高的学习能力，能根据项目需求不断学习新技术。
4. 具有团队合作精神和高度的责任心，有良好的沟通能力和表达能力。","工作地点
济南历下区鑫苑国际城市花园-北门
查看地图"
视频编辑专员,1.2-1.8万,5-10年,本科,"岗位职责：
1. 负责抖音等社媒平台的视频内容的拍摄、剪辑，字幕合成和再创作；
2. 对各种素材包括文字、图片、视频等按照编辑规定进行有效处理，会添加视频特效；
3. 捕捉抖音、快手等主流短视频平台热点，进行短视频创意策划并撰写脚本，负责拍摄、剪辑，每天按时输出高创意度成片；
4. 输出高质量素材和创意，提升广告投放消耗效果；
5. 对集团内新品上市等活动，负责拍摄图片和视频素材，并进行及时剪辑制作；
6. 完成上级领导安排的其他工作事项。
岗位要求：
1. 35岁以下，编导、摄像、后期等专业优先，本科及以上学历，中英文流利；
2. 有短视频剪辑、拍摄经验，熟练操作使用市场主流常规系列设备和各类镜头；
3. 熟练使用剪映、PR、PS、AE等常用视频编辑及图文处理软件工具，具有较强的创意能力、活跃的设计思维和良好的审美观；
4. 对短视频内容行业了解，熟悉各大短视频平台玩法，具备抖音、快手等短视频“网感”者优先；
5. 热爱短视频剪辑，熟练掌握合成制作软件、剪辑软件、图像处理软件；
6. 熟悉视频制作流程，有较强的文字撰写、编辑、整合能力；
7. 有较强的审美能力和创意能力，对于潮流和网络热点具有较强的敏感度；
8. 具有较好的沟通能力，团队协作能力强，抗压能力强，具有灵活的业务适应能力；
9. 曾经作为某知名抖音达人团队重要组成成员且参与过该达人全网爆款的内容创作者优先。
薪资待遇：12-18K/月薪","工作地点
北京朝阳区正大中心
查看地图"
拍摄剪辑师,6000元,1-3年,学历不限,"岗位内容：
1. 负责视频剪辑、后期制作，包括素材的选取、处理和编辑等工作。
2. 配合导演的要求完成视频剧本创意的呈现，保证角色、场景、音效等资料的完整性和精准度。
3. 使用专业视频软件，完成音频、视频、特效的调整和混合，确保视觉与听觉效果的协调性。
4. 了解相关技术规范并遵守，制作出符合企业及标准的优秀影片。
任职要求：
1. 具备优秀的剪辑技能，有相关工作经验者优先。
2. 熟练掌握专业剪辑软件，如Premiere Pro、Final Cut Pro等。
3. 熟知后期制作流程，对影视行业有充分理解。
4. 具备良好的沟通、协作能力，团队合作意识强。","工作地点
长春市双阳区天山路上邦上品西北侧约110米铭德鹿业有限公司
查看地图"
视频剪辑师,4000-8000元,经验不限,学历不限,我们不仅生产产品 （实体企业） 我们还要为汽车品牌创造影响力 （智能化多变体） 招募良好人才（对企业发展非常重要 ） 不论资排辈 ，智商 情商高就可以 欢迎您积极参与  您的每一个想法都会被快速验证。。还有奖金 .。。。 做到每个人都有较高的收入。。,"工作地点
郑州金水区绿地新都会B座20楼
查看地图"
视频编辑制作,5000-7000元·13薪,经验不限,本科,一、岗位职责：1、完成视频拍摄及剪辑工作，以及素材整理再创作，进行短视频剪辑、后期制作与合成；2、独立完成项目多媒体内容的采集、录制、加工、编辑转码；3、配合团队进行直播（极偶尔）、摄影、短视频平台基础运营等其他工作。二、岗位要求：1、有摄影摄像及视频剪辑经验；2、熟练使用PR、PS、AE、AU等各种后期软件；3、熟悉短视频平台运营规则；能独立完成后期剪辑包装等工作，对视频的主题、节奏、色彩、镜头语言等方面有很好的驾驭能力。  三、薪资福利——集团公司薪资福利有保障  1、 每月10号发工资，薪资面议，我们将根据您的专业能力和工作经验提供具有竞争力的薪酬待遇。  2、 - 休假制度：单休，每周日休息。  - 包吃包住（三餐全包，宿舍配有空调WiFi24小时热水，无需宿舍管理费，每月电费配额，超出配额才交超出部分电费）、入职一个月内购买社保公积金、商业意外险。  - 节日关怀：生日礼物、节日礼物。  - 孝心回馈：年前发放600元孝顺金。  - 开工红包：年后初八开工到岗发放200元开工红包。  - 团队活动：定期组织团建聚餐生日会。  - 清凉福利：夏季提供清凉饮品，为您消暑降温。  - 年终奖：约为一个月工资。  如果您渴望在一个充满活力与关怀的团队中施展才华，欢迎加入我们！  公司地址：广东省江门市新会区罗坑镇亨头村江门澳保公司  期待您的加入，携手共创美好未来！,"工作地点
江门新会区罗坑镇亨头村科研楼
查看地图"
视频纯剪辑助理,6000-7000元,紫荆山,经验不限,"年底扩招剪辑助理！可接受无经验小白！有想法，对短视频感兴趣！半个月可上手做业务！
只负责剪辑工作内容：
1，短视频制作，素材的收集合成，纯剪辑岗位
2，负责视频内容的剪辑工作，确保视频质量符合公司标准
岗位职责：
1. ﻿﻿熟悉短视频、自媒体等互联网新媒体平台
2. ﻿﻿工作耐心、细致、认真，有创作精神优先
3. ﻿﻿年龄20-26岁之间，热爱工作，思维敏捷，审美好
4. ﻿﻿具有较强的沟通能力，组织协调能力
福利待遇：
1. ﻿﻿上班时间：9.00-18.00 不加班！不出差！双休
2. 底薪4.5k加提成 综合6k以上","工作地点
郑州市-管城回族区-紫荆山路57号新世界百货(郑州店)1-1-1501
查看地图"
Tik Tok剪辑组长+双休+高奖金+社保！！！,7000-9000元,1-3年,大专,工作时间：早九晚六点半，双休！！！  薪资结构：底薪5k-6k＋绩效+团队提成 ＋奖金，综合8k-15k  【工作内容 】     * 运用剪辑，对视频内容进行二次创作，独立剪辑完整视频的能力，熟练掌握对素材特效、音效、字幕等的处理。     * 熟练使用剪映等后期制作软件，对于视频内容有整体的把控； * 负责账号矩阵运营与收益目标，跟踪数据并优化策略；    * 管理并带领剪辑小组，分配任务、把控进度和质量；  * 结合热点制定内容规划，指导视频剪辑与发布；    【岗位职责】   1、运营策略统筹：  带领运营团队制定短视频平台（抖音、tiktok、视频号等）信息流运营策略，监控视频效果，调整方案，通过数据反馈优化剪辑方向与运营动作，实现"内容质量＋播放效果"双提升。  2、剪辑团队管理：  负责剪辑团队的日常工作分配、技能培训，制定剪辑标准（如风格统一、节奏把控、字幕规范）;  审核剪辑成品，确保符合公司调性与传播需求，优化剪辑效率（如建立素材库、模板库）。     【任职要求】  * 大专及以上学历，1年以上剪辑经验，1年以上团队管理经验；  * 熟练使用剪映等软件，熟悉 TikTok 等海外社媒；  * 能独立完成剪辑工作，熟练掌控整个视频作流程；  * 能独立带团队；  * 影视、广告、设计等相关专业优先考虑  * 有责任心与领导力，结果导向，能带团队冲业绩。  其他福利：不定期举行团建、节日福利、每周零食安排到位,"工作地点
郑州中原区国弘大厦A座东电梯1401
查看地图"
