职位,薪水,经验,学历,关键词,工作地址
体检中心内科医生,4000-6000元,10年以上,大专,"岗位内容：
1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。
2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。
3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。
4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。
任职要求：
1. 具有医学相关专业学位。
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。","工作地点
西安市-未央区-未央大道132号经发国际大厦3楼
查看地图"
特殊门诊（慢病管理）内科医生,8000-16000元,经验不限,大专,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要制定患者住院登记对接等。
任职要求：
1. 中西医结合专业优先考虑，通过国家医师资格考试。
2. 经验丰富，至少从事内科（特殊门诊）医疗工作5年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
成都市新都区新都区蓉都大道北一段31号
查看地图"
西医内科医生,9000-15000元,1-3年,本科,全职内科医生，有值班需求 心脑血管专科医院。,"工作地点
天津河西区水岸江南天湾园
查看地图"
住院部内科医生,8000-12000元,1-3年,大专,1、本院16年办院历史，秉承以病人为中心，不断提高医疗质量医疗技术。  2、本院地理位置优越，病源稳定，目前有超3000人特殊疾病门诊病人。  3、检验科，影像科设备先进，人员优秀，为临床提供可靠保障 。  4、有两年以上住院部工作经验，能独自上夜班职位福利：五险一金、绩效奖金、包吃、包住、带薪年假、节日福利,"工作地点
成华区成都八里医院-办公室
查看地图"
内科医生,6000-12000元,3-5年,大专,"岗位内容：
1. 制定和执行内科患者的治疗计划，监测疾病进展并进行适当的调整。
2. 诊断和治疗各种疾病，包括但不限于高血压、糖尿病、心脏病等。
3. 审查患者的病历、检查结果和其他相关信息，做出正确的医疗决策。
4. 提供长期护理以及治疗建议给需要的患者，并根据需要转介至其他医生或专业人员。
任职要求：
1. 医学专业，通过国家医师资格考试。
2. 经验丰富，至少从事内科医疗工作3年以上。
3. 熟练掌握内科以及相关领域的医学知识和技能。
4. 具备良好的沟通和团队合作能力。","工作地点
廊坊市-三河市-燕顺路街道燕灵路东侧十四中南路南侧50-6号
查看地图"
内科医生【认知障碍特需病房】,8000-10000元,3-5年,本科,"岗位职责
1. 负责老年认知障碍患者的日常门诊和住院诊疗工作，包括详细问诊、体格检查、辅助检查等，准确诊断疾病，并制定个性化治疗方案。
2. 运用内科专业知识和技术，对患者的内科疾病进行治疗，如控制基础疾病（高血压、糖尿病等），并关注认知障碍的进展情况。
3. 对患者进行定期查房，观察病情变化，及时调整治疗方案，确保医疗质量和安全。
4. 认真书写病历、医嘱等医疗文书，保证医疗文书的准确性和完整性。
5. 与其他科室医生（如精神科医生、康复科医生等）进行协作，为患者提供全面的医疗服务。
6. 参与科室的科研、教学工作，如参加学术会议、培训实习医生等。
任职要求
1. 本科及以上学历，临床医学、内科学等相关专业。
2. 持有有效的医师资格证书和执业证书，可变更执业地点。
3. 具有3-5年以上内科临床工作经验，有老年病科或认知障碍相关工作经验者优先。
4. 熟练掌握内科常见疾病的诊断和治疗方法，熟悉老年认知障碍的诊断标准和治疗原则。
5. 具备良好的医患沟通能力和团队协作精神，能够与患者、家属及其他医疗人员有效沟通。
6. 具有高度的责任心和敬业精神，能够承受一定的工作压力。","工作地点
辽宁省沈阳市浑南区泗水街2-1号
查看地图"
内科医生（餐补+半天班）,5000-6000元,5-10年,学历不限,负责体检中心内科检查工作  工作地点：市南区市北区  任职要求：  1、专科及以上学历，相关医学专业，中级以上职称，二甲级以上医院临床工作5年以上经验；  2、证书齐全，执业证书可以变更；  3、具有良好的沟通协作能力及服务意识。  工作时间：  每周二至周日7：00-12:00，周一休息  法定节假日带薪休  入职免费体检，每年定期体检,"工作地点
青岛市北区爱康国宾体检中心(西王大厦分院)3-4楼
查看地图"
神经内科医生,5000-10000元,1-3年,本科,岗位职责：  1. 熟练处理神经内科常见病、多发病和疑难危重病；  2. 按规定完成本科室指定的医疗任务；  3. 学习国内外先进医疗技术，参加科室的科研工作，完成科研任务；  4. 熟悉卒中救治流程。    任职要求：    1. 统招本科及以上学历，神经内科等相关专业；  2. 具有执业医师及以上资格，已取得规培证，具有神经内科工作经验；  3. 具备3年以上神经内科工作经验者优先考虑；  4. 医德医风好，吃苦耐劳，抗压力能力强，团队协作能力强。职位福利：五险一金、带薪年假、节日福利、定期体检、餐补、交通补助,"工作地点
郑州中原区桐柏南路158号
查看地图"
内科医生,1-2万,5-10年,大专,"​要求:有二甲以上公立医院从业经验，中级以上职称，熟悉内科常见多发疾病的诊疗，有处理门、急诊危重病人救治经验，熟悉电脑操作，了解哈市医保政策！
上班时间:早八点晚四点，有工作餐，上下班免费班车。","工作地点
哈尔滨市-道外区-北新街10号
查看地图"
内科医生,4000-8000元,3-5年,大专,"岗位内容：
1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。
2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。
3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。
4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。
任职要求：
1. 男女不限，50岁以内，能够接待日常门诊和急诊等医疗工作，检查病情，合理处方，大专以上学历，医学及临床专业三至五年工作经验；
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。
薪资面议！！！","工作地点
吉林市丰满区吉林微医医院有限公司
查看地图"
内科医生,8000-15000元,3-5年,本科,"任职要求：
1.本科及以上学历，临床医学、内科学（心内科、呼吸内科等）专业，有内科病区工作经验或学习经验优先；
2.具有医师执业资格；
3.二甲以上医院重症医学科、神经内科、神经外科、心内科、呼吸内科工作经验（有CCU、ICU、NICU、RICU工作经验或规培经验者优先）；
4.全面系统掌握危重医学基础及专业理论知识，有急救应变能力；
5.良好的沟通协调能力，吃苦耐劳，恪尽职守，具有良好的职业道德素质和团队合作精神。","工作地点
成都郫都区百草路(地铁站)天辰路60号
查看地图"
内科医生,面议,5-10年,本科,工作职责：  1、熟练处理内科门诊和急诊病人；  2、参加查体中的各类临床检查；  3、查体报告书写；  4、认真执行各项规章制度和各项技术操作，严防差错事故，有问题及时向上级领导汇报；  5、完成领导交待的其他各项工作。    任职资格：  1、本科及以上学历，临床专业；  2、有执业医师和资格证书；  3、有5年以上临床内科经验；  4、熟练应用电脑。,"工作地点
济南历城区齐鲁制药职工医院
查看地图"
内科医生,6000-8000元,经验不限,学历不限,"1.掌握系统的内科学理论；
2.具有丰富的内科临床经验；
3.掌握相关的临床药理学、药物毒理学等知识；
4.熟悉与本专业密切相关学科的理论知识；
5.具有良好的职业道德素质，团队合作精神，奉献精神；
6.持有执业医师资格证；
职位福利：包住、五险、绩效奖金、餐补、全勤奖、节日福利","工作地点
鹿泉区石家庄市南三环与107国道交口南行200米
查看地图"
内科医生,8000-10000元,10年以上,本科,岗位内容： 1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。 2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。 3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。 4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。 任职要求： 1. 具有医学相关专业学位。 2. 具备一定的内科医学知识背景和工作经验。 3. 具有良好的沟通、组织协调和团队合作能力。 4. 积极、主动，能够承受工作压力。,"工作地点
北京市昌平区南环东路28-9号南环东路28-8、28-9
查看地图"
